Time,Total documents in group,Topic,Fractional documents in topic in group
233,21,Topic 10,0.7122619047619047
233,21,Topic 11,0.06166666666666667
233,21,Topic 12,0.5633333333333332
233,21,Topic 13,0.4488095238095238
233,21,Topic 14,0.6352380952380953
233,21,Topic 15,1.148095238095238
233,21,Topic 16,1.9292857142857138
233,21,Topic 17,0.7035714285714284
233,21,Topic 18,0.51
233,21,Topic 19,1.0883333333333334
233,21,Topic 20,0.23714285714285716
233,21,Topic 21,0.6095238095238096
233,21,Topic 22,0.5213095238095238
233,21,Topic 23,0.7625
233,21,Topic 24,0.3916666666666667
233,21,Topic 25,0.5460714285714285
233,21,Topic 26,0.539047619047619
233,21,Topic 27,0.6463095238095238
233,21,Topic 28,0.3275
233,21,Topic 29,1.4576190476190474
234,24,Topic 00,0.6222222222222222
234,24,Topic 01,0.5991666666666666
234,24,Topic 02,0.7628571428571428
234,24,Topic 03,0.5879365079365079
234,24,Topic 04,0.3472222222222222
234,24,Topic 05,1.1422222222222222
234,24,Topic 06,1.380595238095238
234,24,Topic 07,0.43666666666666665
234,24,Topic 08,1.0404761904761903
234,24,Topic 09,1.2703174603174603
234,24,Topic 10,0.1253968253968254
234,24,Topic 11,0.5499999999999999
234,24,Topic 12,0.7994047619047618
234,24,Topic 13,0.6573015873015873
234,24,Topic 14,0.6888888888888889
234,24,Topic 15,0.9465079365079363
234,24,Topic 16,0.40119047619047615
234,24,Topic 17,0.5561904761904762
234,24,Topic 18,0.7255555555555555
234,24,Topic 19,1.418253968253968
234,24,Topic 20,0.9473015873015873
234,24,Topic 21,1.4033333333333335
234,24,Topic 22,0.5157142857142857
234,24,Topic 23,0.9023809523809523
234,24,Topic 24,0.7046031746031747
234,24,Topic 25,0.15571428571428575
234,24,Topic 26,1.3318253968253966
234,24,Topic 27,1.3249206349206353
234,24,Topic 28,1.2723412698412702
234,24,Topic 29,0.38349206349206344
235,45,Topic 00,1.8304761904761904
235,45,Topic 01,1.6594444444444443
235,45,Topic 02,1.779404761904762
235,45,Topic 03,0.7886507936507937
235,45,Topic 04,7.087420634920632
235,45,Topic 05,1.6296825396825396
235,45,Topic 06,1.7382142857142855
235,45,Topic 07,0.9907539682539684
235,45,Topic 08,0.9414285714285714
235,45,Topic 09,2.327142857142857
235,45,Topic 10,0.972857142857143
235,45,Topic 11,0.6828571428571427
235,45,Topic 12,1.081904761904762
235,45,Topic 13,0.5676190476190476
235,45,Topic 14,1.8876190476190475
235,45,Topic 15,0.9202380952380952
235,45,Topic 16,1.465238095238095
235,45,Topic 17,1.3247619047619048
235,45,Topic 18,1.2728571428571427
235,45,Topic 19,1.2694444444444444
235,45,Topic 20,1.5414285714285711
235,45,Topic 21,1.8525
235,45,Topic 22,0.6900396825396825
235,45,Topic 23,1.1430952380952377
235,45,Topic 24,1.6919047619047616
235,45,Topic 25,1.277261904761905
235,45,Topic 26,1.3178571428571428
235,45,Topic 27,1.186825396825397
235,45,Topic 28,1.3447619047619046
235,45,Topic 29,0.7363095238095239
236,29,Topic 00,0.5795238095238094
236,29,Topic 01,1.6215259740259738
236,29,Topic 02,0.48888888888888893
236,29,Topic 03,0.1625
236,29,Topic 04,3.193809523809524
236,29,Topic 05,0.6573809523809524
236,29,Topic 06,0.1
236,29,Topic 07,1.1486111111111112
236,29,Topic 08,1.1464285714285714
236,29,Topic 09,1.1932142857142856
236,29,Topic 10,0.7158333333333334
236,29,Topic 11,0.3025
236,29,Topic 12,0.6668614718614718
236,29,Topic 13,0.7678138528138527
236,29,Topic 14,0.42083333333333334
236,29,Topic 15,1.1727994227994225
236,29,Topic 16,1.4761904761904763
236,29,Topic 17,0.4345670995670996
236,29,Topic 18,1.487215007215007
236,29,Topic 19,0.598008658008658
236,29,Topic 20,0.4273520923520924
236,29,Topic 21,1.3122619047619049
236,29,Topic 22,1.1277380952380953
236,29,Topic 23,0.918852813852814
236,29,Topic 24,2.1374206349206353
236,29,Topic 25,0.27361111111111114
236,29,Topic 26,1.06015873015873
236,29,Topic 27,0.9028571428571428
236,29,Topic 28,1.5635281385281383
236,29,Topic 29,0.9417135642135642
237,35,Topic 00,0.5331746031746032
237,35,Topic 01,1.9277777777777776
237,35,Topic 02,0.5113888888888888
237,35,Topic 03,0.4933333333333333
237,35,Topic 04,2.6752777777777776
237,35,Topic 05,1.446626984126984
237,35,Topic 06,1.3921825396825396
237,35,Topic 07,1.4523015873015872
237,35,Topic 08,1.2209523809523808
237,35,Topic 09,1.529960317460317
237,35,Topic 10,0.7569047619047621
237,35,Topic 11,1.2679761904761901
237,35,Topic 12,1.2585317460317462
237,35,Topic 13,1.4063492063492062
237,35,Topic 14,0.5110714285714286
237,35,Topic 15,0.339404761904762
237,35,Topic 16,1.0363492063492064
237,35,Topic 17,2.060714285714286
237,35,Topic 18,0.9683730158730157
237,35,Topic 19,1.632142857142857
237,35,Topic 20,0.3254761904761905
237,35,Topic 21,1.0968253968253967
237,35,Topic 22,1.075515873015873
237,35,Topic 23,1.3393650793650793
237,35,Topic 24,1.2286904761904762
237,35,Topic 25,1.058452380952381
237,35,Topic 26,1.4977380952380952
237,35,Topic 27,0.7914285714285715
237,35,Topic 28,1.013095238095238
237,35,Topic 29,1.1526190476190474
238,21,Topic 00,0.5263095238095239
238,21,Topic 01,0.43888888888888894
238,21,Topic 02,0.3628571428571429
238,21,Topic 03,0.7683333333333334
238,21,Topic 04,1.2197222222222224
238,21,Topic 05,0.3628571428571429
238,21,Topic 06,0.8942857142857144
238,21,Topic 07,0.5220238095238096
238,21,Topic 08,1.0785714285714285
238,21,Topic 09,1.010952380952381
238,21,Topic 10,0.5191666666666667
238,21,Topic 11,0.7020238095238095
238,21,Topic 12,0.725
238,21,Topic 13,0.4496428571428571
238,21,Topic 14,0.6571428571428571
238,21,Topic 15,0.8985714285714286
238,21,Topic 16,0.8792857142857142
238,21,Topic 17,0.48035714285714287
238,21,Topic 18,1.21968253968254
238,21,Topic 19,0.39142857142857146
238,21,Topic 20,0.5746428571428571
238,21,Topic 21,0.6485714285714286
238,21,Topic 22,1.4228968253968255
238,21,Topic 23,0.9223015873015872
238,21,Topic 24,0.9187301587301587
238,21,Topic 25,0.4285714285714286
238,21,Topic 26,0.7478571428571428
238,21,Topic 27,0.9296428571428572
238,21,Topic 28,0.29968253968253966
238,21,Topic 29,0.0
239,21,Topic 00,0.5041666666666667
239,21,Topic 01,0.6426190476190475
239,21,Topic 02,1.1052380952380951
239,21,Topic 03,0.4678571428571428
239,21,Topic 04,0.9042857142857142
239,21,Topic 05,1.121547619047619
239,21,Topic 06,1.0234523809523808
239,21,Topic 07,0.955595238095238
239,21,Topic 08,0.35666666666666663
239,21,Topic 09,0.365
239,21,Topic 10,0.5446428571428572
239,21,Topic 11,0.7091666666666666
239,21,Topic 12,0.5136904761904761
239,21,Topic 13,0.5691666666666666
239,21,Topic 14,0.7616666666666666
239,21,Topic 15,0.22583333333333333
239,21,Topic 16,0.3666666666666667
239,21,Topic 17,0.5027380952380953
239,21,Topic 18,0.7666666666666666
239,21,Topic 19,1.0504761904761903
239,21,Topic 20,0.9594047619047619
239,21,Topic 21,0.8607142857142859
239,21,Topic 22,0.8902380952380953
239,21,Topic 23,0.6675000000000001
239,21,Topic 24,0.32202380952380955
239,21,Topic 25,0.6214285714285716
239,21,Topic 26,0.1676190476190476
239,21,Topic 27,1.4472619047619046
239,21,Topic 28,0.939047619047619
239,21,Topic 29,0.6676190476190477
240,15,Topic 00,0.7499242424242425
240,15,Topic 01,0.36363636363636365
240,15,Topic 02,0.29642857142857143
240,15,Topic 03,0.26999999999999996
240,15,Topic 04,1.246590909090909
240,15,Topic 05,0.3586904761904762
240,15,Topic 06,0.27242424242424246
240,15,Topic 07,0.3859848484848485
240,15,Topic 08,0.6666666666666666
240,15,Topic 09,0.5700000000000001
240,15,Topic 10,0.3275
240,15,Topic 11,0.1285714285714286
240,15,Topic 12,0.6059848484848486
240,15,Topic 13,0.4886038961038961
240,15,Topic 14,0.38818181818181813
240,15,Topic 15,0.9071212121212122
240,15,Topic 16,0.8994047619047619
240,15,Topic 17,0.2074242424242424
240,15,Topic 18,0.4491666666666666
240,15,Topic 19,0.4167099567099567
240,15,Topic 20,0.2866666666666666
240,15,Topic 21,0.42603896103896105
240,15,Topic 22,0.22303030303030302
240,15,Topic 23,0.3618181818181818
240,15,Topic 24,0.33916666666666667
240,15,Topic 25,0.08068181818181819
240,15,Topic 26,0.6082251082251082
240,15,Topic 27,1.2666666666666668
240,15,Topic 28,0.3820238095238095
240,15,Topic 29,1.0266666666666666
241,25,Topic 00,1.414227994227994
241,25,Topic 01,1.3135064935064935
241,25,Topic 02,0.8159163059163058
241,25,Topic 03,0.3533333333333333
241,25,Topic 04,0.7395382395382396
241,25,Topic 05,0.6196392496392495
241,25,Topic 06,0.43639249639249644
241,25,Topic 07,1.0155122655122655
241,25,Topic 08,1.3023376623376621
241,25,Topic 09,0.7289177489177489
241,25,Topic 10,0.6815440115440115
241,25,Topic 11,0.41444444444444445
241,25,Topic 12,0.7434920634920635
241,25,Topic 13,0.9964069264069262
241,25,Topic 14,1.8200721500721493
241,25,Topic 15,0.3946031746031746
241,25,Topic 16,0.386984126984127
241,25,Topic 17,1.481111111111111
241,25,Topic 18,1.617330447330447
241,25,Topic 19,0.43285714285714283
241,25,Topic 20,0.7930591630591629
241,25,Topic 21,0.4976190476190476
241,25,Topic 22,0.9903174603174602
241,25,Topic 23,0.8473015873015872
241,25,Topic 24,0.9028138528138527
241,25,Topic 25,0.5638095238095238
241,25,Topic 26,0.13968253968253969
241,25,Topic 27,0.6563924963924963
241,25,Topic 28,1.3486147186147186
241,25,Topic 29,0.5522222222222223
242,18,Topic 00,0.6325396825396825
242,18,Topic 01,0.24777777777777776
242,18,Topic 02,0.7166666666666667
242,18,Topic 03,0.788373015873016
242,18,Topic 04,0.09861111111111111
242,18,Topic 05,0.7292063492063492
242,18,Topic 06,0.667261904761905
242,18,Topic 07,0.8595238095238095
242,18,Topic 08,0.5605952380952381
242,18,Topic 09,0.7365079365079364
242,18,Topic 10,1.8105158730158728
242,18,Topic 11,0.19535714285714284
242,18,Topic 12,0.8175
242,18,Topic 13,0.6840079365079366
242,18,Topic 14,0.5125
242,18,Topic 15,0.0
242,18,Topic 16,0.3547619047619048
242,18,Topic 17,0.4872222222222222
242,18,Topic 18,0.5832936507936508
242,18,Topic 19,0.7438095238095239
242,18,Topic 20,0.4926190476190476
242,18,Topic 21,0.7230158730158731
242,18,Topic 22,0.4553968253968254
242,18,Topic 23,0.17365079365079367
242,18,Topic 24,0.44583333333333336
242,18,Topic 25,0.8358333333333332
242,18,Topic 26,0.42797619047619045
242,18,Topic 27,0.6684126984126982
242,18,Topic 28,0.46361111111111114
242,18,Topic 29,1.0876190476190475
243,14,Topic 00,0.2845238095238095
243,14,Topic 01,0.3152380952380952
243,14,Topic 02,0.7714285714285715
243,14,Topic 03,0.7628571428571428
243,14,Topic 04,0.20428571428571426
243,14,Topic 05,0.18285714285714288
243,14,Topic 06,0.30666666666666664
243,14,Topic 07,0.33095238095238094
243,14,Topic 08,0.2509523809523809
243,14,Topic 09,1.401904761904762
243,14,Topic 10,0.488095238095238
243,14,Topic 11,0.2816666666666667
243,14,Topic 12,0.45619047619047615
243,14,Topic 13,0.49964285714285717
243,14,Topic 14,0.39107142857142857
243,14,Topic 15,0.6495238095238095
243,14,Topic 16,0.6601190476190476
243,14,Topic 17,0.26785714285714285
243,14,Topic 18,0.3226190476190476
243,14,Topic 19,0.030952380952380953
243,14,Topic 20,0.592857142857143
243,14,Topic 21,0.8495238095238096
243,14,Topic 22,0.7978571428571428
243,14,Topic 23,0.3628571428571429
243,14,Topic 24,0.3138095238095238
243,14,Topic 25,0.3676190476190476
243,14,Topic 26,0.1142857142857143
243,14,Topic 27,0.6771428571428572
243,14,Topic 28,0.30630952380952386
243,14,Topic 29,0.7583333333333333
244,22,Topic 00,0.5363095238095238
244,22,Topic 01,0.39821428571428574
244,22,Topic 02,0.29285714285714287
244,22,Topic 03,0.8732142857142857
244,22,Topic 04,0.8857142857142857
244,22,Topic 05,0.6728571428571428
244,22,Topic 06,0.991547619047619
244,22,Topic 07,0.175
244,22,Topic 08,0.9789285714285713
244,22,Topic 09,0.5267857142857143
244,22,Topic 10,0.9447619047619047
244,22,Topic 11,0.6224999999999999
244,22,Topic 12,0.39749999999999996
244,22,Topic 13,0.9624999999999999
244,22,Topic 14,0.2926587301587302
244,22,Topic 15,0.735
244,22,Topic 16,1.0621428571428568
244,22,Topic 17,0.7204761904761904
244,22,Topic 18,0.3047619047619048
244,22,Topic 19,0.8098015873015874
244,22,Topic 20,1.512380952380952
244,22,Topic 21,1.22265873015873
244,22,Topic 22,0.8002380952380952
244,22,Topic 23,0.786111111111111
244,22,Topic 24,0.38107142857142856
244,22,Topic 25,0.5326190476190477
244,22,Topic 26,0.7410714285714286
244,22,Topic 27,1.2407142857142857
244,22,Topic 28,0.43404761904761907
244,22,Topic 29,1.1655555555555555
245,13,Topic 00,0.08888888888888889
245,13,Topic 01,0.2642857142857143
245,13,Topic 02,0.7738095238095236
245,13,Topic 03,0.14238095238095239
245,13,Topic 04,0.40809523809523807
245,13,Topic 05,0.09444444444444444
245,13,Topic 06,1.4584126984126986
245,13,Topic 07,0.634126984126984
245,13,Topic 08,0.3325396825396825
245,13,Topic 09,0.33777777777777773
245,13,Topic 10,0.7853968253968255
245,13,Topic 11,0.0642857142857143
245,13,Topic 12,0.5714285714285715
245,13,Topic 13,0.19666666666666666
245,13,Topic 14,0.5119047619047619
245,13,Topic 15,0.2619047619047619
245,13,Topic 16,0.6333333333333333
245,13,Topic 17,0.31
245,13,Topic 18,0.2523809523809524
245,13,Topic 19,0.9414285714285714
245,13,Topic 20,0.30142857142857143
245,13,Topic 21,0.5153968253968254
245,13,Topic 22,0.0
245,13,Topic 23,0.9185714285714287
245,13,Topic 24,0.1976190476190476
245,13,Topic 25,0.3666666666666667
245,13,Topic 26,0.30809523809523814
245,13,Topic 27,0.5768253968253968
245,13,Topic 28,0.22380952380952382
245,13,Topic 29,0.5280952380952381
246,15,Topic 00,0.46412698412698417
246,15,Topic 01,0.19123015873015875
246,15,Topic 02,0.30289682539682544
246,15,Topic 03,1.5728968253968256
246,15,Topic 04,0.3857142857142857
246,15,Topic 05,0.24793650793650795
246,15,Topic 06,0.9200000000000002
246,15,Topic 07,0.3196825396825397
246,15,Topic 08,0.7721825396825396
246,15,Topic 09,0.18646825396825398
246,15,Topic 10,0.8492063492063492
246,15,Topic 11,0.18
246,15,Topic 12,0.1853968253968254
246,15,Topic 13,0.34444444444444444
246,15,Topic 14,0.09111111111111111
246,15,Topic 15,0.1925
246,15,Topic 16,1.0371428571428571
246,15,Topic 17,0.03111111111111111
246,15,Topic 18,0.6936507936507936
246,15,Topic 19,0.1553571428571429
246,15,Topic 20,0.21785714285714286
246,15,Topic 21,0.3807539682539683
246,15,Topic 22,1.3989682539682542
246,15,Topic 23,0.8549206349206349
246,15,Topic 24,0.22
246,15,Topic 25,0.7299206349206349
246,15,Topic 26,0.6623809523809524
246,15,Topic 27,0.7538095238095238
246,15,Topic 28,0.2497222222222222
246,15,Topic 29,0.4086111111111111
247,19,Topic 00,0.5033333333333333
247,19,Topic 01,0.4114285714285714
247,19,Topic 02,0.7177380952380953
247,19,Topic 03,0.9571825396825397
247,19,Topic 04,0.4666666666666667
247,19,Topic 05,0.18666666666666665
247,19,Topic 06,0.7095238095238097
247,19,Topic 07,0.7553571428571428
247,19,Topic 08,0.6074206349206349
247,19,Topic 09,0.7958333333333334
247,19,Topic 10,0.5908333333333333
247,19,Topic 11,0.9833333333333335
247,19,Topic 12,0.7261904761904762
247,19,Topic 13,0.5391666666666667
247,19,Topic 14,0.7744047619047619
247,19,Topic 15,0.8039285714285713
247,19,Topic 16,0.6352777777777777
247,19,Topic 17,0.12
247,19,Topic 18,1.441388888888889
247,19,Topic 19,0.23083333333333333
247,19,Topic 20,0.3325
247,19,Topic 21,0.9302380952380953
247,19,Topic 22,0.6819047619047619
247,19,Topic 23,1.0333333333333332
247,19,Topic 24,0.5958333333333332
247,19,Topic 25,0.3044444444444444
247,19,Topic 26,0.715436507936508
247,19,Topic 27,0.413968253968254
247,19,Topic 28,0.5725
247,19,Topic 29,0.46333333333333326
248,20,Topic 00,1.382222222222222
248,20,Topic 01,0.7827777777777778
248,20,Topic 02,0.9824999999999999
248,20,Topic 03,1.2952777777777778
248,20,Topic 04,0.18
248,20,Topic 05,0.5377777777777778
248,20,Topic 06,0.6677777777777779
248,20,Topic 07,0.7869444444444444
248,20,Topic 08,0.06857142857142857
248,20,Topic 09,0.13333333333333333
248,20,Topic 10,0.6475
248,20,Topic 11,0.7388888888888888
248,20,Topic 12,0.7486111111111111
248,20,Topic 13,0.4019444444444444
248,20,Topic 14,0.15333333333333332
248,20,Topic 15,0.8898412698412699
248,20,Topic 16,0.29833333333333334
248,20,Topic 17,0.8676190476190475
248,20,Topic 18,0.6900000000000001
248,20,Topic 19,0.6655555555555556
248,20,Topic 20,0.5086111111111111
248,20,Topic 21,0.34111111111111114
248,20,Topic 22,1.2906349206349206
248,20,Topic 23,0.5702777777777778
248,20,Topic 24,0.6688888888888889
248,20,Topic 25,0.6588888888888891
248,20,Topic 26,1.3649206349206346
248,20,Topic 27,0.6273809523809525
248,20,Topic 28,0.8507936507936508
248,20,Topic 29,0.19968253968253968
249,13,Topic 00,0.49666666666666665
249,13,Topic 01,0.4666666666666667
249,13,Topic 02,0.56
249,13,Topic 03,0.30833333333333335
249,13,Topic 04,0.20666666666666667
249,13,Topic 05,0.62
249,13,Topic 06,0.20916666666666667
249,13,Topic 07,0.2791666666666667
249,13,Topic 08,0.35833333333333334
249,13,Topic 09,0.32999999999999996
249,13,Topic 10,0.6000000000000001
249,13,Topic 11,0.3608333333333333
249,13,Topic 12,0.2
249,13,Topic 13,0.1225
249,13,Topic 14,0.5199999999999999
249,13,Topic 15,0.45666666666666667
249,13,Topic 16,0.2916666666666667
249,13,Topic 17,1.1083333333333334
249,13,Topic 18,0.4833333333333333
249,13,Topic 19,0.9133333333333333
249,13,Topic 20,0.16
249,13,Topic 21,0.07
249,13,Topic 22,0.06999999999999999
249,13,Topic 23,0.25666666666666665
249,13,Topic 24,0.7400000000000001
249,13,Topic 25,0.7783333333333333
249,13,Topic 26,0.9033333333333333
249,13,Topic 27,0.31333333333333335
249,13,Topic 28,0.16999999999999998
249,13,Topic 29,0.6466666666666666
250,11,Topic 00,0.4107142857142857
250,11,Topic 01,0.23974025974025975
250,11,Topic 02,0.2333333333333333
250,11,Topic 03,0.2761904761904762
250,11,Topic 04,0.40249999999999997
250,11,Topic 05,0.541948051948052
250,11,Topic 06,0.07380952380952381
250,11,Topic 07,0.028571428571428574
250,11,Topic 08,0.4291666666666667
250,11,Topic 09,0.026785714285714288
250,11,Topic 10,1.6129978354978354
250,11,Topic 11,0.42242424242424237
250,11,Topic 12,0.09848484848484848
250,11,Topic 13,0.4017857142857143
250,11,Topic 14,0.6196428571428572
250,11,Topic 15,0.6791666666666666
250,11,Topic 16,0.4553571428571429
250,11,Topic 17,0.2551948051948052
250,11,Topic 18,0.03916666666666667
250,11,Topic 19,0.5242424242424243
250,11,Topic 20,0.04
250,11,Topic 21,0.28560606060606064
250,11,Topic 22,0.0
250,11,Topic 23,0.5564935064935064
250,11,Topic 24,0.1109090909090909
250,11,Topic 25,0.6261904761904762
250,11,Topic 26,0.5577380952380953
250,11,Topic 27,0.16
250,11,Topic 28,0.4935064935064935
250,11,Topic 29,0.3983333333333333
251,10,Topic 00,0.17202380952380955
251,10,Topic 01,0.193452380952381
251,10,Topic 02,0.7321428571428571
251,10,Topic 03,0.037500000000000006
251,10,Topic 04,0.37916666666666665
251,10,Topic 05,0.4535714285714285
251,10,Topic 06,0.3
251,10,Topic 07,0.325
251,10,Topic 08,0.4666666666666666
251,10,Topic 09,0.37857142857142856
251,10,Topic 10,0.26249999999999996
251,10,Topic 11,0.6892857142857143
251,10,Topic 12,0.4083333333333333
251,10,Topic 13,0.2309523809523809
251,10,Topic 14,0.31666666666666665
251,10,Topic 15,0.22499999999999998
251,10,Topic 16,0.25416666666666665
251,10,Topic 17,0.1375
251,10,Topic 18,0.4476190476190476
251,10,Topic 19,0.24285714285714283
251,10,Topic 20,0.11011904761904762
251,10,Topic 21,0.22916666666666666
251,10,Topic 22,0.4083333333333333
251,10,Topic 23,0.28809523809523807
251,10,Topic 24,0.09583333333333333
251,10,Topic 25,0.5125000000000001
251,10,Topic 26,0.4470238095238095
251,10,Topic 27,0.25595238095238093
251,10,Topic 28,0.55
251,10,Topic 29,0.44999999999999996
252,12,Topic 00,0.18333333333333332
252,12,Topic 01,0.20476190476190476
252,12,Topic 02,0.9166666666666666
252,12,Topic 03,0.6891666666666667
252,12,Topic 04,0.35
252,12,Topic 05,0.19999999999999998
252,12,Topic 06,0.41333333333333333
252,12,Topic 07,0.18333333333333332
252,12,Topic 08,0.4466666666666667
252,12,Topic 09,0.6566666666666667
252,12,Topic 10,0.17666666666666667
252,12,Topic 11,0.27142857142857146
252,12,Topic 12,0.3533333333333333
252,12,Topic 13,0.21666666666666665
252,12,Topic 14,0.43250000000000005
252,12,Topic 15,0.26666666666666666
252,12,Topic 16,0.8366666666666668
252,12,Topic 17,0.16666666666666666
252,12,Topic 18,0.0
252,12,Topic 19,0.31666666666666665
252,12,Topic 20,0.6363095238095238
252,12,Topic 21,0.42666666666666664
252,12,Topic 22,1.0344047619047616
252,12,Topic 23,0.1738095238095238
252,12,Topic 24,0.41428571428571426
252,12,Topic 25,0.61
252,12,Topic 26,0.2
252,12,Topic 27,0.6066666666666667
252,12,Topic 28,0.25
252,12,Topic 29,0.3666666666666667
253,10,Topic 00,0.15555555555555556
253,10,Topic 01,0.29523809523809524
253,10,Topic 02,0.125
253,10,Topic 03,0.6367460317460318
253,10,Topic 04,0.1
253,10,Topic 05,0.02
253,10,Topic 06,0.1285714285714286
253,10,Topic 07,0.36178571428571427
253,10,Topic 08,0.25999999999999995
253,10,Topic 09,0.3711111111111111
253,10,Topic 10,0.37396825396825395
253,10,Topic 11,0.02
253,10,Topic 12,0.476468253968254
253,10,Topic 13,0.29642857142857143
253,10,Topic 14,0.41007936507936504
253,10,Topic 15,0.025396825396825397
253,10,Topic 16,0.21015873015873013
253,10,Topic 17,0.505
253,10,Topic 18,1.0250000000000001
253,10,Topic 19,0.40944444444444444
253,10,Topic 20,0.7128571428571429
253,10,Topic 21,0.0
253,10,Topic 22,0.5878968253968253
253,10,Topic 23,0.4857142857142857
253,10,Topic 24,0.1253968253968254
253,10,Topic 25,0.30000000000000004
253,10,Topic 26,0.4888888888888889
253,10,Topic 27,0.35107142857142853
253,10,Topic 28,0.19396825396825398
253,10,Topic 29,0.5482539682539682
254,12,Topic 00,0.8028571428571429
254,12,Topic 01,0.16857142857142857
254,12,Topic 02,0.2
254,12,Topic 03,0.4342857142857143
254,12,Topic 04,0.6571428571428571
254,12,Topic 05,0.6200000000000001
254,12,Topic 06,0.3942857142857143
254,12,Topic 07,0.18095238095238095
254,12,Topic 08,0.6171428571428571
254,12,Topic 09,0.0
254,12,Topic 10,0.04857142857142857
254,12,Topic 11,0.7057142857142857
254,12,Topic 12,0.18999999999999997
254,12,Topic 13,0.14857142857142858
254,12,Topic 14,0.520952380952381
254,12,Topic 15,0.17714285714285716
254,12,Topic 16,0.8847619047619046
254,12,Topic 17,0.4
254,12,Topic 18,0.7095238095238094
254,12,Topic 19,0.44238095238095243
254,12,Topic 20,0.19142857142857142
254,12,Topic 21,0.2542857142857143
254,12,Topic 22,0.16666666666666666
254,12,Topic 23,1.4080952380952378
254,12,Topic 24,0.26
254,12,Topic 25,0.8085714285714285
254,12,Topic 26,0.24
254,12,Topic 27,0.03666666666666667
254,12,Topic 28,0.29714285714285715
254,12,Topic 29,0.03428571428571429
255,15,Topic 00,0.39999999999999997
255,15,Topic 01,0.5459523809523809
255,15,Topic 02,0.30277777777777776
255,15,Topic 03,0.4101190476190476
255,15,Topic 04,0.011111111111111112
255,15,Topic 05,0.5666666666666667
255,15,Topic 06,1.5670634920634918
255,15,Topic 07,0.35952380952380947
255,15,Topic 08,0.5928571428571429
255,15,Topic 09,0.46190476190476193
255,15,Topic 10,1.1642857142857141
255,15,Topic 11,0.3187301587301587
255,15,Topic 12,0.32857142857142857
255,15,Topic 13,0.04
255,15,Topic 14,1.069047619047619
255,15,Topic 15,0.3378968253968254
255,15,Topic 16,0.20634920634920634
255,15,Topic 17,0.3375
255,15,Topic 18,0.725
255,15,Topic 19,0.4833333333333333
255,15,Topic 20,0.42738095238095236
255,15,Topic 21,0.5928571428571427
255,15,Topic 22,0.19857142857142857
255,15,Topic 23,0.28523809523809524
255,15,Topic 24,0.586468253968254
255,15,Topic 25,0.4057142857142857
255,15,Topic 26,0.5107142857142857
255,15,Topic 27,0.5755555555555556
255,15,Topic 28,0.725
255,15,Topic 29,0.4638095238095238
256,10,Topic 00,0.0125
256,10,Topic 01,0.2638888888888889
256,10,Topic 02,0.4035714285714286
256,10,Topic 03,0.6125
256,10,Topic 04,0.4718253968253968
256,10,Topic 05,0.06964285714285715
256,10,Topic 06,0.40158730158730155
256,10,Topic 07,0.4305555555555555
256,10,Topic 08,0.3327380952380952
256,10,Topic 09,0.4547619047619048
256,10,Topic 10,0.5923412698412698
256,10,Topic 11,0.20833333333333334
256,10,Topic 12,0.2523809523809524
256,10,Topic 13,0.21785714285714286
256,10,Topic 14,0.768373015873016
256,10,Topic 15,0.26646825396825397
256,10,Topic 16,0.3275793650793651
256,10,Topic 17,0.6069444444444444
256,10,Topic 18,0.2
256,10,Topic 19,0.029166666666666667
256,10,Topic 20,0.40535714285714286
256,10,Topic 21,0.6601190476190475
256,10,Topic 22,0.1392857142857143
256,10,Topic 23,0.3595238095238095
256,10,Topic 24,0.20476190476190476
256,10,Topic 25,0.5402777777777777
256,10,Topic 26,0.24285714285714285
256,10,Topic 27,0.0886904761904762
256,10,Topic 28,0.26646825396825397
256,10,Topic 29,0.16964285714285715
257,9,Topic 00,0.48749999999999993
257,9,Topic 01,0.5017857142857143
257,9,Topic 02,0.22714285714285712
257,9,Topic 03,0.0
257,9,Topic 04,0.03666666666666667
257,9,Topic 05,0.4791666666666667
257,9,Topic 06,0.4554761904761905
257,9,Topic 07,0.31
257,9,Topic 08,0.5119047619047619
257,9,Topic 09,0.4184523809523809
257,9,Topic 10,0.045238095238095244
257,9,Topic 11,0.49583333333333324
257,9,Topic 12,0.49357142857142855
257,9,Topic 13,0.36999999999999994
257,9,Topic 14,0.09761904761904762
257,9,Topic 15,0.0
257,9,Topic 16,0.23452380952380952
257,9,Topic 17,0.5202380952380953
257,9,Topic 18,0.24499999999999997
257,9,Topic 19,0.24916666666666668
257,9,Topic 20,0.2553571428571429
257,9,Topic 21,0.4128571428571428
257,9,Topic 22,0.14285714285714288
257,9,Topic 23,0.05714285714285715
257,9,Topic 24,0.016666666666666666
257,9,Topic 25,0.16666666666666666
257,9,Topic 26,0.6511904761904762
257,9,Topic 27,0.13999999999999999
257,9,Topic 28,0.594642857142857
257,9,Topic 29,0.3833333333333333
258,11,Topic 00,0.71
258,11,Topic 01,0.21038961038961038
258,11,Topic 02,0.15
258,11,Topic 03,0.1
258,11,Topic 04,0.04337662337662338
258,11,Topic 05,0.27954545454545454
258,11,Topic 06,0.12670995670995672
258,11,Topic 07,0.3181818181818182
258,11,Topic 08,0.368452380952381
258,11,Topic 09,0.39610389610389607
258,11,Topic 10,0.4259199134199134
258,11,Topic 11,0.29393939393939394
258,11,Topic 12,0.5272727272727272
258,11,Topic 13,0.15535714285714286
258,11,Topic 14,0.1357142857142857
